% Notes to accompany the alignment of (tentative) orthologues
% for the canonical transcript of the human gene ENSG00000108846, 
% ATP-binding cassette, sub-family C (CFTR/MRP), member 3 [Source:HGNC Symbol;Acc:54]
%%
% The alignment shows the exons from the following genes: 
% species                         common_name                     gene_id                        
 human                           homo_sapiens                    ENSG00000108846                
 gorilla                         gorilla_gorilla                 ENSGGOG00000003404             
 chimpanzee                      pan_troglodytes                 ENSPTRG00000009406             
 orangutan                       pongo_abelii                    ENSPPYG00000008276             
 gibbon                          nomascus_leucogenys             ENSNLEG00000007875             
 gibbon_2                        nomascus_leucogenys             ENSNLEG00000007870             
 macaque                         macaca_mulatta                  ENSMMUG00000003414             
 marmoset                        callithrix_jacchus              ENSCJAG00000018609             
 tarsier                         tarsius_syrichta                ENSTSYG00000011928             
 lemur                           microcebus_murinus              ENSMICG00000009822             
 galago_lemur_3                  otolemur_garnettii              ENSOGAG00000034471             
 galago_lemur                    otolemur_garnettii              ENSOGAG00000004530             
 galago_lemur_2                  otolemur_garnettii              ENSOGAG00000032112             
 guinea_pig                      cavia_porcellus                 ENSCPOG00000013296             
 squirrel                        ictidomys_tridecemlineatus      ENSSTOG00000027974             
 mouse                           mus_musculus                    ENSMUSG00000020865             
 rat                             rattus_norvegicus               ENSRNOG00000002948             
 pika                            ochotona_princeps               ENSOPRG00000013477             
 rabbit                          oryctolagus_cuniculus           ENSOCUG00000002754             
 tree_shrew                      tupaia_belangeri                ENSTBEG00000006360             
 european_shrew                  sorex_araneus                   ENSSARG00000009747             
 madagascar_hedgehog             echinops_telfairi               ENSETEG00000009934             
 elephant                        loxodonta_africana              ENSLAFG00000007037             
 hyrax                           procavia_capensis               ENSPCAG00000009225             
 wallaby                         macropus_eugenii                ENSMEUG00000004456             
 opossum_2                       monodelphis_domestica           ENSMODG00000012730             
 opossum                         monodelphis_domestica           ENSMODG00000020910             
 tasmanian_devil                 sarcophilus_harrisii            ENSSHAG00000016312             
 platypus                        ornithorhynchus_anatinus        ENSOANG00000013332             
 anole_lizard_2                  anolis_carolinensis             ENSACAG00000001396             
 anole_lizard                    anolis_carolinensis             ENSACAG00000001383             
 chicken                         gallus_gallus                   ENSGALG00000007522             
 turkey                          meleagris_gallopavo             ENSMGAG00000008701             
 zebra_finch                     taeniopygia_guttata             ENSTGUG00000009151             
 turtle                          pelodiscus_sinensis             ENSPSIG00000011887             
 xenopus                         xenopus_tropicalis              ENSXETG00000012239             
 coelacanth_2                    latimeria_chalumnae             ENSLACG00000006619             
 coelacanth                      latimeria_chalumnae             ENSLACG00000007209             
 zebrafish                       danio_rerio                     ENSDARG00000077243             
 cod                             gadus_morhua                    ENSGMOG00000010029             
 stickleback                     gasterosteus_aculeatus          ENSGACG00000005901             
 medaka                          oryzias_latipes                 ENSORLG00000020741             
 platyfish                       xiphophorus_maculatus           ENSXMAG00000012203             
 tilapia                         oreochromis_niloticus           ENSONIG00000019586             
 fugu                            takifugu_rubripes               ENSTRUG00000002402             
 pufferfish                      tetraodon_nigroviridis          ENSTNIG00000004171             

% The following exons appear in the alignment

% sequence name: human   corresponding to the gene: ENSG00000108846 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSPSIE00000109318        70060       70126     1       1            ensembl   ENSE00002808801 
    ENSPSIE00000109347        72113       72239     1       1            ensembl   ENSE00002825804 
    ENSPSIE00000109385        72600       72776     1       1            ensembl   ENSE00002880878 
    ENSPSIE00000109486        75239       75406     1       1            ensembl   ENSE00002754727 
    ENSPSIE00000109574        77183       77366     1       1            ensembl   ENSE00002853345 
    ENSPSIE00000109621        78706       78811     1       1            ensembl   ENSE00002777896 
    ENSPSIE00000109732        81102       81252     1       1            ensembl   ENSE00002797748 
    ENSPSIE00000109828        82768       82975     1       1            ensembl   ENSE00002897593 
    ENSPSIE00000109936        84164       84474     1       1            ensembl   ENSE00002753062 
    ENSPSIE00000110051        87685       87884     1       1            ensembl   ENSE00001109871 
    ENSPSIE00000110174        87992       88118     1       1            ensembl   ENSE00001304270 
    ENSPSIE00000110314        94991       95092     1       1            ensembl   ENSE00002942575 
    ENSPSIE00000110436        96449       96595     1       1            ensembl   ENSE00002737071 
    ENSPSIE00000110545        97332       97490     1       1            ensembl   ENSE00002758398 
    ENSPSIE00000110679        99410       99576     1       1            ensembl   ENSE00002974467 
    ENSPSIE00000110833       100633      100827     1       1            ensembl   ENSE00002762009 
    ENSPSIE00000110962       104954      105062     1       1            ensembl   ENSE00002485196 

% sequence name: xenopus   corresponding to the gene: ENSXETG00000012239 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSXETE00000150360            0         316     1       1            ensembl   ENSE00001340022 
    ENSXETE00000150362        19689       19865     1       1            ensembl   ENSE00002937575 
    ENSXETE00000150363        20014       20139     1       1            ensembl   ENSE00002863798 
    ENSXETE00000150364        20634       20771     1       1            ensembl   ENSE00002884336 
    ENSXETE00000150366        20984       21109     1       1            ensembl   ENSE00002908859 
    ENSXETE00000150369        21769       21830     1       1            ensembl   ENSE00002864408 
    ENSXETE00000150371        23299       23427     1       1            ensembl   ENSE00002804371 
    ENSXETE00000150540        23702       23920     1       1            ensembl   ENSE00002809886 
    ENSXETE00000150375        24082       24259     1       1            ensembl   ENSE00002889551 
    ENSXETE00000150376        24495       24656     1       1            ensembl   ENSE00002758535 
    ENSXETE00000150378        24865       24957     1       1            ensembl   ENSE00002840855 
    ENSXETE00000150381        25904       26107     1       1            ensembl   ENSE00002839115 
    ENSXETE00000150382        26662       26808     1       1            ensembl   ENSE00002764761 
    ENSXETE00000150384        27328       27415     1       1            ensembl   ENSE00002838555 
    ENSXETE00000150393        28319       28385     1       1            ensembl   ENSE00002808801 
    ENSXETE00000150397        29781       29907     1       1            ensembl   ENSE00002825804 
    ENSXETE00000150399        30085       30261     1       1            ensembl   ENSE00002880878 
    ENSXETE00000150401        30533       30700     1       1            ensembl   ENSE00002754727 
    ENSXETE00000150402        31801       31984     1       1            ensembl   ENSE00002853345 
    ENSXETE00000150404        32465       32570     1       1            ensembl   ENSE00002777896 
    ENSXETE00000150407        33142       33289     1       1            ensembl   ENSE00002797748 
    ENSXETE00000150411        33446       33653     1       1            ensembl   ENSE00002897593 
    ENSXETE00000150413        34137       34447     1       1            ensembl   ENSE00002753062 
    ENSXETE00000150415        35721       35920     1       1            ensembl   ENSE00001109871 
    ENSXETE00000150416        40939       41065     1       1            ensembl   ENSE00001304270 
    ENSXETE00000150418        41289       41390     1       1            ensembl   ENSE00002942575 
    ENSXETE00000150420        41486       41632     1       1            ensembl   ENSE00002737071 
    ENSXETE00000150421        41788       41946     1       1            ensembl   ENSE00002758398 
    ENSXETE00000150423        42607       42773     1       1            ensembl   ENSE00002974467 
    ENSXETE00000150426        43703       43897     1       1            ensembl   ENSE00002762009 
    ENSXETE00000150428        44793       45191     1       1            ensembl   ENSE00002485196 

% sequence name: coelacanth_2   corresponding to the gene: ENSLACG00000006619 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSLACE00000064659         6976        7212     1       0            ensembl   ENSE00002753062 
    ENSLACE00000064651        20048       20247     1       1            ensembl   ENSE00001109871 
    ENSLACE00000064652        21577       21703     1       1            ensembl   ENSE00001304270 
    ENSLACE00000064653        22932       23033     1       1            ensembl   ENSE00002942575 
    ENSLACE00000064654        24009       24155     1       1            ensembl   ENSE00002737071 
    ENSLACE00000064655        25540       25698     1       1            ensembl   ENSE00002758398 
    ENSLACE00000064656        26151       26317     1       1            ensembl   ENSE00002974467 
    ENSLACE00000064657        30980       31174     1       1            ensembl   ENSE00002762009 
    ENSLACE00000064658        31642       31750     1       1            ensembl   ENSE00002485196 

% sequence name: coelacanth   corresponding to the gene: ENSLACG00000007209 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSLACE00000070469          370         521     1       1            ensembl   ENSE00002937575 
    ENSLACE00000070471         3673        3761     1       1            ensembl   ENSE00002863798 
    ENSLACE00000070472         5751        5902     1       1            ensembl   ENSE00002884336 
    ENSLACE00000070473         8862        8964     1       1            ensembl   ENSE00002908859 
    ENSLACE00000070474        12189       12250     1       1            ensembl   ENSE00002864408 
    ENSLACE00000070475        14722       14853     1       1            ensembl   ENSE00002804371 
    ENSLACE00000070476        16712       16978     1       1            ensembl   ENSE00002809886 
    ENSLACE00000070477        19909       20086     1       1            ensembl   ENSE00002889551 
    ENSLACE00000070478        25644       25805     1       1            ensembl   ENSE00002758535 
    ENSLACE00000070479        27594       27686     1       1            ensembl   ENSE00002840855 
    ENSLACE00000070480        32391       32598     1       1            ensembl   ENSE00002839115 
    ENSLACE00000070485        45875       45966     1       1            ensembl   ENSE00002838555 
    ENSLACE00000070487        46409       46475     1       1            ensembl   ENSE00002808801 
    ENSLACE00000070488        47769       47895     1       1            ensembl   ENSE00002825804 
    ENSLACE00000070489        49261       49437     1       1            ensembl   ENSE00002880878 
    ENSLACE00000070490        50413       50580     1       1            ensembl   ENSE00002754727 
    ENSLACE00000070491        51074       51257     1       1            ensembl   ENSE00002853345 
    ENSLACE00000070492        53003       53078     1       1            ensembl   ENSE00002777896 
    ENSLACE00000070495        55259       55412     1       1            ensembl   ENSE00002797748 
    ENSLACE00000070496        57540       57746     1       1            ensembl   ENSE00002897593 

% sequence name: zebrafish   corresponding to the gene: ENSDARG00000077243 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSDARE00000877224            0         170     1       1            ensembl   ENSE00002937575 
    ENSDARE00000814410         1096        1221     1       1            ensembl   ENSE00002863798 
    ENSDARE00000786797         2350        2487     1       1            ensembl   ENSE00002884336 
    ENSDARE00000844981         6464        6589     1       1            ensembl   ENSE00002908859 
    ENSDARE00000794135         7471        7524     1       1            ensembl   ENSE00002864408 
    ENSDARE00000842864         9585        9716     1       1            ensembl   ENSE00002804371 
    ENSDARE00000775698        10614       10856     1       1            ensembl   ENSE00002809886 
    ENSDARE00000844062        15106       15283     1       1            ensembl   ENSE00002889551 
    ENSDARE00000786905        17264       17425     1       1            ensembl   ENSE00002758535 
    ENSDARE00000870257        18933       19025     1       1            ensembl   ENSE00002840855 
    ENSDARE00000816668        21214       21417     1       1            ensembl   ENSE00002839115 
    ENSDARE00000873444        23330       23476     1       1            ensembl   ENSE00002764761 
    ENSDARE00000867665        24064       24151     1       1            ensembl   ENSE00002838555 
    ENSDARE00000791371        25568       25629     1       1            ensembl   ENSE00002808801 
    ENSDARE00000957051        28421       28555     1       1            ensembl   ENSE00002825804 
    ENSDARE00000887242        29593       29769     1       1            ensembl   ENSE00002880878 
    ENSDARE00000925133        31431       31598     1       1            ensembl   ENSE00002754727 
    ENSDARE00000979671        33111       33242     1       1            ensembl   ENSE00002853345 
    ENSDARE00000934531        35393       35501     1       1            ensembl   ENSE00002777896 
    ENSDARE00000966999        37662       37804     1       1            ensembl   ENSE00002797748 
    ENSDARE00000923377        38267       38456     1       1            ensembl   ENSE00002897593 
    ENSDARE00000911414        41016       41347     1       1            ensembl   ENSE00002753062 
    ENSDARE00000966804        52402       52601     1       1            ensembl   ENSE00001109871 
    ENSDARE00000915499        54126       54222     1       1            ensembl   ENSE00001304270 
    ENSDARE00000972617        54982       55093     1       1            ensembl   ENSE00002942575 
    ENSDARE00000895640        55258       55404     1       1            ensembl   ENSE00002737071 
    ENSDARE00000945115        56006       56164     1       1            ensembl   ENSE00002758398 
    ENSDARE00000943634        57403       57572     1       1            ensembl   ENSE00002974467 
    ENSDARE00000903073        57847       58037     1       1            ensembl   ENSE00002762009 
    ENSDARE00000967758        60867       60975     1       1            ensembl   ENSE00002485196 

% sequence name: cod   corresponding to the gene: ENSGMOG00000010029 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSGMOE00000133622            0         161     1       1            ensembl_projection   ENSE00002937575 
    ENSGMOE00000133633         1543        1668     1       1            ensembl_projection   ENSE00002863798 
    ENSGMOE00000133646         3070        3207     1       1            ensembl_projection   ENSE00002884336 
    ENSGMOE00000133663         5210        5323     1       1            ensembl_projection   ENSE00002908859 
    ENSGMOE00000133673         6035        6096     1       1            ensembl_projection   ENSE00002864408 
    ENSGMOE00000133678         6362        6493     1       1            ensembl_projection   ENSE00002804371 
    ENSGMOE00000133749         8737        8914     1       1            ensembl_projection   ENSE00002889551 
    ENSGMOE00000133758        14748       14909     1       1            ensembl_projection   ENSE00002758535 
    ENSGMOE00000133768        15568       15660     1       1            ensembl_projection   ENSE00002840855 
    ENSGMOE00000133779        18246       18449     1       1            ensembl_projection   ENSE00002839115 
    ENSGMOE00000133796        19212       19358     1       1            ensembl_projection   ENSE00002764761 
    ENSGMOE00000133802        21640       21727     1       1            ensembl_projection   ENSE00002838555 
    ENSGMOE00000133810        21847       21913     1       1            ensembl_projection   ENSE00002808801 
    ENSGMOE00000133820        22076       22202     1       1            ensembl_projection   ENSE00002825804 
    ENSGMOE00000133833        23304       23480     1       1            ensembl_projection   ENSE00002880878 
    ENSGMOE00000133843        25122       25289     1       1            ensembl_projection   ENSE00002754727 
    ENSGMOE00000133853        27690       27864     1       1            ensembl_projection   ENSE00002853345 
    ENSGMOE00000133862        28406       28514     1       1            ensembl_projection   ENSE00002777896 
    ENSGMOE00000133872        29279       29438     1       1            ensembl_projection   ENSE00002797748 
    ENSGMOE00000133878        29918       30125     1       1            ensembl_projection   ENSE00002897593 
    ENSGMOE00000133885        31062       31372     1       1            ensembl_projection   ENSE00002753062 
    ENSGMOE00000133894        35986       36185     1       1            ensembl_projection   ENSE00001109871 
    ENSGMOE00000133905        36801       36927     1       1            ensembl_projection   ENSE00001304270 
    ENSGMOE00000133912        37326       37408     1       1            ensembl_projection   ENSE00002942575 
    ENSGMOE00000133940        38547       38693     1       1            ensembl_projection   ENSE00002737071 
    ENSGMOE00000133951        40180       40338     1       1            ensembl_projection   ENSE00002758398 
    ENSGMOE00000133965        41186       41352     1       1            ensembl_projection   ENSE00002974467 
    ENSGMOE00000133979        42523       42717     1       1            ensembl_projection   ENSE00002762009 
    ENSGMOE00000133984        43459       43570     1       1            ensembl_projection   ENSE00002485196 

% sequence name: stickleback   corresponding to the gene: ENSGACG00000005901 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSGACE00000066594            0         161     1       1            ensembl   ENSE00002937575 
    ENSGACE00000066598          599         724     1       1            ensembl   ENSE00002863798 
    ENSGACE00000066902         1358        1496     1       1            ensembl   ENSE00002884336 
    ENSGACE00000066618         2994        3119     1       1            ensembl   ENSE00002908859 
    ENSGACE00000066627         3412        3473     1       1            ensembl   ENSE00002864408 
    ENSGACE00000066635         4207        4338     1       1            ensembl   ENSE00002804371 
    ENSGACE00000066937         7537        7711     1       1            ensembl   ENSE00002809886 
    ENSGACE00000066648        14977       15154     1       1            ensembl   ENSE00002889551 
    ENSGACE00000066657        15260       15421     1       1            ensembl   ENSE00002758535 
    ENSGACE00000066663        15570       15662     1       1            ensembl   ENSE00002840855 
    ENSGACE00000066670        15821       16024     1       1            ensembl   ENSE00002839115 
    ENSGACE00000066677        17137       17283     1       1            ensembl   ENSE00002764761 
    ENSGACE00000066688        17397       17484     1       1            ensembl   ENSE00002838555 
    ENSGACE00000066696        17737       17803     1       1            ensembl   ENSE00002808801 
    ENSGACE00000066703        17898       18024     1       1            ensembl   ENSE00002825804 
    ENSGACE00000066710        19839       20015     1       1            ensembl   ENSE00002880878 
    ENSGACE00000066717        20133       20300     1       1            ensembl   ENSE00002754727 
    ENSGACE00000066724        20696       20882     1       1            ensembl   ENSE00002853345 
    ENSGACE00000066952        21725       21881     1       1            ensembl   ENSE00002797748 
    ENSGACE00000066754        22342       22549     1       1            ensembl   ENSE00002897593 
    ENSGACE00000066760        23359       23669     1       1            ensembl   ENSE00002753062 
    ENSGACE00000066772        26720       26919     1       1            ensembl   ENSE00001109871 
    ENSGACE00000066786        27834       27960     1       1            ensembl   ENSE00001304270 
    ENSGACE00000066959        28174       28256     1       1            ensembl   ENSE00002942575 
    ENSGACE00000066972        28742       28888     1       1            ensembl   ENSE00002737071 
    ENSGACE00000066814        28971       29129     1       1            ensembl   ENSE00002758398 
    ENSGACE00000066828        29609       29775     1       1            ensembl   ENSE00002974467 
    ENSGACE00000066843        29866       30060     1       1            ensembl   ENSE00002762009 
    ENSGACE00000066976        30488       31088     1       1            ensembl   ENSE00002485196 

% sequence name: medaka   corresponding to the gene: ENSORLG00000020741 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSORLE00000224457            0         233     1       1            ensembl   ENSE00002937575 
    ENSORLE00000224458          484         609     1       1            ensembl   ENSE00002863798 
    ENSORLE00000224459          955        1092     1       1            ensembl   ENSE00002884336 
    ENSORLE00000224460         2511        2636     1       1            ensembl   ENSE00002908859 
    ENSORLE00000224461         3912        3973     1       1            ensembl   ENSE00002864408 
    ENSORLE00000224462         4979        5110     1       1            ensembl   ENSE00002804371 
    ENSORLE00000224463         6089        6337     1       1            ensembl   ENSE00002809886 
    ENSORLE00000224464         7285        7462     1       1            ensembl   ENSE00002889551 
    ENSORLE00000224466         7543        7704     1       1            ensembl   ENSE00002758535 
    ENSORLE00000224468         8155        8247     1       1            ensembl   ENSE00002840855 
    ENSORLE00000224469         8812        9015     1       1            ensembl   ENSE00002839115 
    ENSORLE00000224472         9121        9267     1       1            ensembl   ENSE00002764761 
    ENSORLE00000224474         9339        9426     1       1            ensembl   ENSE00002838555 
    ENSORLE00000224476         9497        9563     1       1            ensembl   ENSE00002808801 
    ENSORLE00000224478         9629        9755     1       1            ensembl   ENSE00002825804 
    ENSORLE00000224480        11090       11266     1       1            ensembl   ENSE00002880878 
    ENSORLE00000224481        11350       11517     1       1            ensembl   ENSE00002754727 
    ENSORLE00000224482        11611       11794     1       1            ensembl   ENSE00002853345 
    ENSORLE00000224483        11904       11979     1       1            ensembl   ENSE00002777896 
    ENSORLE00000224487        12051       12201     1       1            ensembl   ENSE00002797748 
    ENSORLE00000224488        12273       12480     1       1            ensembl   ENSE00002897593 
    ENSORLE00000224489        12630       12940     1       1            ensembl   ENSE00002753062 
    ENSORLE00000224491        16152       16351     1       1            ensembl   ENSE00001109871 
    ENSORLE00000224493        16562       16688     1       1            ensembl   ENSE00001304270 
    ENSORLE00000224494        16765       16866     1       1            ensembl   ENSE00002942575 
    ENSORLE00000224496        18136       18282     1       1            ensembl   ENSE00002737071 
    ENSORLE00000224498        18344       18502     1       1            ensembl   ENSE00002758398 
    ENSORLE00000224499        18671       18837     1       1            ensembl   ENSE00002974467 
    ENSORLE00000224500        18907       19101     1       1            ensembl   ENSE00002762009 
    ENSORLE00000224501        19927       20431     1       1            ensembl   ENSE00002485196 

% sequence name: platyfish   corresponding to the gene: ENSXMAG00000012203 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSXMAE00000140666          205         381     1       1            ensembl   ENSE00002937575 
    ENSXMAE00000140707         1244        1369     1       1            ensembl   ENSE00002863798 
    ENSXMAE00000140743         3456        3593     1       1            ensembl   ENSE00002884336 
    ENSXMAE00000140769         8286        8411     1       1            ensembl   ENSE00002908859 
    ENSXMAE00000140806         8508        8569     1       1            ensembl   ENSE00002864408 
    ENSXMAE00000140846        11593       11724     1       1            ensembl   ENSE00002804371 
    ENSXMAE00000140867        14693       14950     1       1            ensembl   ENSE00002809886 
  xiphophorus_maculatus_1_3        16833       17007     1       0            usearch, by sim to ENSORLE00000224464, oryzias_latipes   ENSE00002889551 
    ENSXMAE00000140928        17406       17567     1       1            ensembl   ENSE00002758535 
    ENSXMAE00000140971        17654       17746     1       1            ensembl   ENSE00002840855 
    ENSXMAE00000141028        18836       19039     1       1            ensembl   ENSE00002839115 
    ENSXMAE00000141094        20204       20350     1       1            ensembl   ENSE00002764761 
    ENSXMAE00000141138        20435       20519     1       1            ensembl   ENSE00002838555 
    ENSXMAE00000141187        20727       20793     1       1            ensembl   ENSE00002808801 
    ENSXMAE00000141235        20882       21008     1       1            ensembl   ENSE00002825804 
    ENSXMAE00000141290        22560       22736     1       1            ensembl   ENSE00002880878 
    ENSXMAE00000141326        23870       24037     1       1            ensembl   ENSE00002754727 
    ENSXMAE00000141367        24325       24509     1       1            ensembl   ENSE00002853345 
    ENSXMAE00000141413        24656       24721     1       1            ensembl   ENSE00002777896 
    ENSXMAE00000141422        24836       24986     1       1            ensembl   ENSE00002797748 
    ENSXMAE00000141450        26082       26289     1       1            ensembl   ENSE00002897593 
    ENSXMAE00000141485        26646       26956     1       1            ensembl   ENSE00002753062 
    ENSXMAE00000141531        33270       33469     1       1            ensembl   ENSE00001109871 
    ENSXMAE00000141569        34493       34619     1       1            ensembl   ENSE00001304270 
    ENSXMAE00000141610        35230       35331     1       1            ensembl   ENSE00002942575 
    ENSXMAE00000141657        36500       36646     1       1            ensembl   ENSE00002737071 
    ENSXMAE00000141715        36735       36893     1       1            ensembl   ENSE00002758398 
    ENSXMAE00000141765        38505       38671     1       1            ensembl   ENSE00002974467 
    ENSXMAE00000141809        38758       38952     1       1            ensembl   ENSE00002762009 
    ENSXMAE00000141842        41799       41904     1       1            ensembl   ENSE00002485196 

% sequence name: tilapia   corresponding to the gene: ENSONIG00000019586 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSONIE00000254194            0         910     1       1            ensembl   ENSE00001340022 
    ENSONIE00000254195        18255       18431     1       1            ensembl   ENSE00002937575 
    ENSONIE00000254196        19136       19249     1       1            ensembl   ENSE00002863798 
    ENSONIE00000254197        23480       23617     1       1            ensembl   ENSE00002884336 
    ENSONIE00000254198        26702       26827     1       1            ensembl   ENSE00002908859 
    ENSONIE00000254199        27073       27134     1       1            ensembl   ENSE00002864408 
    ENSONIE00000254200        29000       29129     1       1            ensembl   ENSE00002804371 
    ENSONIE00000254202        32437       32623     1       1            ensembl   ENSE00002809886 
    ENSONIE00000254203        35222       35399     1       1            ensembl   ENSE00002889551 
    ENSONIE00000254204        35558       35719     1       1            ensembl   ENSE00002758535 
    ENSONIE00000254205        36378       36470     1       1            ensembl   ENSE00002840855 
    ENSONIE00000254206        36599       36802     1       1            ensembl   ENSE00002839115 
    ENSONIE00000254207        37393       37539     1       1            ensembl   ENSE00002764761 
    ENSONIE00000254208        37681       37768     1       1            ensembl   ENSE00002838555 
    ENSONIE00000254209        37981       38047     1       1            ensembl   ENSE00002808801 
    ENSONIE00000254210        38127       38253     1       1            ensembl   ENSE00002825804 
    ENSONIE00000254211        39628       39804     1       1            ensembl   ENSE00002880878 
    ENSONIE00000254212        40027       40194     1       1            ensembl   ENSE00002754727 
    ENSONIE00000254213        42050       42233     1       1            ensembl   ENSE00002853345 
    ENSONIE00000254214        42328       42436     1       1            ensembl   ENSE00002777896 
    ENSONIE00000254215        42685       42841     1       1            ensembl   ENSE00002797748 
    ENSONIE00000254216        43028       43235     1       1            ensembl   ENSE00002897593 
    ENSONIE00000254217        43721       44031     1       1            ensembl   ENSE00002753062 
    ENSONIE00000254218        49226       49425     1       1            ensembl   ENSE00001109871 
    ENSONIE00000254219        50585       50711     1       1            ensembl   ENSE00001304270 
    ENSONIE00000254220        51689       51790     1       1            ensembl   ENSE00002942575 
    ENSONIE00000254221        52323       52469     1       1            ensembl   ENSE00002737071 
    ENSONIE00000254222        52562       52720     1       1            ensembl   ENSE00002758398 
    ENSONIE00000254223        53593       53759     1       1            ensembl   ENSE00002974467 
    ENSONIE00000254224        53843       54037     1       1            ensembl   ENSE00002762009 
    ENSONIE00000254225        54617       54722     1       1            ensembl   ENSE00002485196 

% sequence name: fugu   corresponding to the gene: ENSTRUG00000002402 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSTRUE00000035449          108         281     1       1            ensembl   ENSE00002937575 
    ENSTRUE00000035419          640         765     1       1            ensembl   ENSE00002863798 
    ENSTRUE00000035420         1121        1258     1       1            ensembl   ENSE00002884336 
    ENSTRUE00000035421         4600        4725     1       1            ensembl   ENSE00002908859 
    ENSTRUE00000035422         4901        4962     1       1            ensembl   ENSE00002864408 
    ENSTRUE00000035423         6118        6249     1       1            ensembl   ENSE00002804371 
    ENSTRUE00000035450         8784        9017     1       1            ensembl   ENSE00002809886 
    ENSTRUE00000035425        10142       10319     1       1            ensembl   ENSE00002889551 
    ENSTRUE00000035426        10414       10575     1       1            ensembl   ENSE00002758535 
    ENSTRUE00000035427        10647       10739     1       1            ensembl   ENSE00002840855 
    ENSTRUE00000035428        10907       11110     1       1            ensembl   ENSE00002839115 
    ENSTRUE00000035429        12058       12204     1       1            ensembl   ENSE00002764761 
    ENSTRUE00000035430        12285       12372     1       1            ensembl   ENSE00002838555 
    ENSTRUE00000035431        12677       12743     1       1            ensembl   ENSE00002808801 
    ENSTRUE00000035432        12828       12954     1       1            ensembl   ENSE00002825804 
    ENSTRUE00000035433        13414       13590     1       1            ensembl   ENSE00002880878 
    ENSTRUE00000035434        13986       14153     1       1            ensembl   ENSE00002754727 
    ENSTRUE00000035451        16989       17096     1       1            ensembl   ENSE00002853345 
    ENSTRUE00000035453        17259       17364     1       1            ensembl   ENSE00002777896 
    ENSTRUE00000035454        17620       17773     1       1            ensembl   ENSE00002797748 
    ENSTRUE00000035439        18096       18303     1       1            ensembl   ENSE00002897593 
    ENSTRUE00000035440        18621       18931     1       1            ensembl   ENSE00002753062 
    ENSTRUE00000035441        21504       21703     1       1            ensembl   ENSE00001109871 
    ENSTRUE00000035442        22741       22867     1       1            ensembl   ENSE00001304270 
    ENSTRUE00000035443        23249       23350     1       1            ensembl   ENSE00002942575 
    ENSTRUE00000035444        23713       23859     1       1            ensembl   ENSE00002737071 
    ENSTRUE00000035445        23937       24095     1       1            ensembl   ENSE00002758398 
    ENSTRUE00000035446        24619       24785     1       1            ensembl   ENSE00002974467 
    ENSTRUE00000035447        24858       25052     1       1            ensembl   ENSE00002762009 
    ENSTRUE00000035455        25534       25639     1       1            ensembl   ENSE00002485196 

% sequence name: pufferfish   corresponding to the gene: ENSTNIG00000004171 
%              exon_id   gene_from     gene_to  coding   canon    source  maps_to_human_exon
    ENSTNIE00000102937            0         173     1       1            ensembl   ENSE00002937575 
    ENSTNIE00000102936          500         625     1       1            ensembl   ENSE00002863798 
    ENSTNIE00000102935         1017        1154     1       1            ensembl   ENSE00002884336 
    ENSTNIE00000011367         1833        1915     1       1            ensembl   ENSE00002908859 
    ENSTNIE00000099343         3768        3900     1       1            ensembl   ENSE00002840855 
    ENSTNIE00000099342         4115        4318     1       1            ensembl   ENSE00002839115 
    ENSTNIE00000099341         4760        4906     1       1            ensembl   ENSE00002764761 
    ENSTNIE00000099340         5015        5102     1       1            ensembl   ENSE00002838555 
    ENSTNIE00000102885         5813        5879     1       1            ensembl   ENSE00002808801 
    ENSTNIE00000102884         5954        6080     1       1            ensembl   ENSE00002825804 
    ENSTNIE00000102883         6489        6665     1       1            ensembl   ENSE00002880878 
    ENSTNIE00000102882         7071        7238     1       1            ensembl   ENSE00002754727 
  tetraodon_nigroviridis_1_3         8057        8229     1       0            usearch, by sim to ENSONIE00000254213, oreochromis_niloticus   ENSE00002853345 
    ENSTNIE00000089202         8335        8440     1       1            ensembl   ENSE00002777896 
    ENSTNIE00000089201         8746        8899     1       1            ensembl   ENSE00002797748 
    ENSTNIE00000089200         9181        9388     1       1            ensembl   ENSE00002897593 
    ENSTNIE00000089199         9806       10116     1       1            ensembl   ENSE00002753062 
    ENSTNIE00000089198        12769       12968     1       1            ensembl   ENSE00001109871 
    ENSTNIE00000089197        14067       14193     1       1            ensembl   ENSE00001304270 
    ENSTNIE00000089196        14736       14837     1       1            ensembl   ENSE00002942575 
    ENSTNIE00000089195        15349       15468     1       1            ensembl   ENSE00002737071 
